41.12,14,2.36
30.32,67.2,5.24
70.42,100.8,1.51
14.64,106.4,5.28
42.6,44.8,1.4
43.62,42,5.64
43.3,84,3.74
67.87,100.8,1.06
75.53,11.2,1.24
21.37,70,1.04
41.64,103.6,4.59
0,92.4,2.61
0,14,4.5
77.12,137.2,6.22
32.16,137.2,3
22.15,114.8,1.81
0,58.8,3.27
15.38,86.8,5.48
0,50.4,4.54
39.97,114.8,6.64
8.06,14,6.57
18.73,131.6,6.21
87.52,30.8,2.72
32.14,95.2,1.48
0,5.6,3.8
15.02,134.4,2.09
45.01,92.4,4.91
35.16,137.2,5.57
19.19,56,2.99
59.71,137.2,6.85
84.49,61.6,1.98
138.23,137.2,4.42
100.39,58.8,6.21
108.09,103.6,4.97
52.35,67.2,3.89
84.85,53.2,2.14
4.66,58.8,3.47
112.79,42,3.9
21.06,25.2,5.09
113.89,86.8,4.52
0,95.2,5.26
146.57,67.2,6.03
52.95,11.2,1.32
97.24,120.4,2.02
0,120.4,3.45
110.97,19.6,4.39
70.61,75.6,4.07
100.95,137.2,5.53
96.46,42,5.93
56.72,95.2,5.64
39.07,58.8,3.58
76.77,11.2,4.79
57.34,126,2.88
125.27,103.6,5.78
41.32,39.2,2.82
68.41,42,5.03
24.19,22.4,1.24
127.79,58.8,3.26
82.45,95.2,2.11
111.34,67.2,2.41
55.76,98,5.08
137.51,126,3.78
44.16,19.6,2.91
27.88,95.2,4.26
148.71,134.4,1.29
126.84,109.2,6.54
139.95,134.4,5.1
88.94,64.4,2.98
70.05,114.8,1.99
65.52,56,6.98
150.96,100.8,3.9
75.95,19.6,5.85
145.05,134.4,3.66
107.56,75.6,4.36
105.11,86.8,5.25
80.64,22.4,3.68
68.53,95.2,1.7
101.09,134.4,1.76
107.51,114.8,1.14
88.23,98,4.64
141.29,126,6.87
117.99,2.8,1.29
107.73,123.2,2.04
117.56,58.8,5.79
62.72,140,5.47
77.12,56,4.4
70.08,128.8,6.97
137.99,50.4,2.61
140.84,117.6,1.71
105.49,75.6,2.07
124.79,86.8,6.39
121.2,56,4.54
109.77,123.2,5.11
132.36,120.4,3
77.92,95.2,3.25
83.22,98,2.21
85.01,58.8,3.18
136.59,95.2,4.37
45.01,140,5.25
102.85,134.4,1.89
102.86,106.4,6.95
91.79,131.6,1.06
75.14,140,4.18
111.08,64.4,5.93
68.81,70,1.04
140.41,81.2,5.63
121.65,75.6,2.9
139.21,84,1.81
2.54,42,6.35
107.51,120.4,4.36
54.39,50.4,2.22
110.62,44.8,3.58
88.62,109.2,2.47
20.86,86.8,1.18
144.32,16.8,5.5
67.88,103.6,3.18
122.77,92.4,5.84
20.92,120.4,3.98
69.18,22.4,3.29
4.47,2.8,2.02
133.72,75.6,6
17.82,123.2,6.35
132,14,2.85
62.4,92.4,1.01
99.44,98,3.88
66.99,89.6,4.14
85.5,8.4,4.84
92.87,98,3.84
34.62,19.6,5.16
119.28,2.8,4.93
30.02,126,2.6
104.67,131.6,2.02
0,11.2,2.49
95.13,53.2,6.6
21.81,64.4,6.05
102.42,11.2,4.74
35.95,50.4,2
120.12,95.2,3.54
50.07,19.6,6.08
100.74,19.6,2.14
14.89,5.6,5.5
92.85,131.6,3.41
99.59,11.2,2.83
97.11,61.6,3.01
124.43,114.8,5.94
51,120.4,1.35
123.79,61.6,2.02
20.48,36.4,1.27
104.21,95.2,4.79
61.13,100.8,6.74
91.9,19.6,5.77
35.64,117.6,4.08
143.6,112,1.05
44.81,81.2,3.72
121.65,61.6,2.14
45.46,95.2,5.58
137.93,84,1.28
0,117.6,2.43
64.3,33.6,6.69
13.85,39.2,4.32
39.78,19.6,4.38
140.96,95.2,6.15
69.14,53.2,6.03
136.65,61.6,5.88
0,2.8,1.06
74.4,72.8,3.19
0,36.4,1.15
57.93,22.4,6.1
69.85,70,3.29
102.07,95.2,2.14
44.2,11.2,6.29
145.62,47.6,5.22
8.89,42,6.28
99.95,75.6,1.02
88.19,58.8,1.27
147.86,53.2,3.47
148.21,123.2,5.31
7.94,117.6,4.34
142.43,8.4,2.28
79.95,98,3.27
140.13,2.8,4.35
15.19,92.4,3.74
57.68,25.2,5.4
75.27,2.8,5.23
74.32,112,3.79
11.42,137.2,3.61
106.79,72.8,4.51
40.62,25.2,1.75
103.32,98,2.09
42.73,126,6.15
58.23,33.6,6.07
18.17,39.2,1.84
28.73,98,5.64
144.82,61.6,2.32
23.06,126,6.96
116.28,58.8,1.28
42.11,117.6,3.12
87.07,92.4,5.89
18.69,22.4,5.5
147.66,58.8,6.05
6.34,8.4,5.37
109.5,98,1.61
50.49,11.2,2.46
102.88,19.6,3.12
20.39,5.6,2.41
97.51,92.4,1.4
17.81,11.2,3.36
92.96,92.4,4.55
141.82,106.4,6.94
58.32,106.4,3.8
150.22,30.8,3.33
0,64.4,6.92
113.7,131.6,1.22
41.39,98,1.01
63.07,39.2,6.84
6.92,64.4,1.53
128.87,126,4.52
14.76,70,2.77
119.48,16.8,1.44
66.26,11.2,3.22
78.61,128.8,5.25
48.88,126,1.63
57.86,44.8,6.95
60.42,89.6,6.57
34.44,103.6,2.58
130.35,112,2.51
76.93,64.4,6.86
151.21,64.4,2.67
43.1,128.8,6.31
105.69,70,5.09
69.48,11.2,3.94
109.66,58.8,6.62
48.61,98,1.55
106.22,78.4,3.56
12.72,67.2,6.35
137.81,47.6,1.69
24.02,100.8,3.25
70.82,72.8,3.58
66.84,64.4,4.75
96.43,50.4,5.6
120.81,72.8,2.46
9.85,81.2,6.69
137.51,14,1.77
30.25,39.2,1.6
148.88,2.8,5.62
10.49,112,5.11
125.51,100.8,6.55
73.37,5.6,6.3
93.13,78.4,1.72
21.57,137.2,6.36
134.85,14,2.66
46.89,22.4,1.93
72.04,114.8,6.66
45.95,64.4,3.66
44.94,33.6,6.07
48.22,14,3.07
26.47,140,2.44
93.54,140,2.45
57.36,64.4,4.15
147.2,64.4,4.01
21.51,92.4,4.08
104.74,134.4,3.83
37.32,30.8,3.93
143.69,61.6,1.13
28.91,140,4.59
135.88,86.8,5.79
39.33,33.6,1.34
133.56,86.8,2.32
45.74,86.8,4.33
103.88,120.4,1.63
34.42,58.8,4.65
148.63,84,1.9
131.2,70,3.28
51.17,109.2,2.87
119.19,61.6,2.46
0,16.8,2.94
93.9,112,1.79
15.11,109.2,4.26
94.58,16.8,2.4
10.76,2.8,3.11
128.76,70,2.44
50.07,86.8,2.39
127.92,64.4,4.78
36.11,36.4,1.54
93.75,120.4,3.49
2.43,117.6,5.51
92.03,42,4.43
38.23,11.2,4.27
33.5,140,4.3
85.18,84,5.95
42.37,25.2,6.66
83.79,64.4,5.15
15.6,112,3.91
139.18,106.4,2.64
25.49,16.8,1.06
106.6,58.8,3.06
36.31,131.6,2.81
84.07,78.4,4.57
26.55,16.8,4.75
144.68,53.2,3.18
25.6,106.4,1.42
135.36,120.4,4.38
37.38,123.2,3.1
120.49,44.8,6.34
132.86,112,4.57
0,78.4,2.33
139.98,53.2,4.7
6.32,70,4.98
68.19,140,5.86
23.94,78.4,4.91
64.91,36.4,4.85
57.78,14,2.38
137.43,112,6.17
17.53,70,3.84
114.22,14,3.3
31.3,16.8,4.42
79.62,131.6,5.97
0,112,2.37
56.14,36.4,2.32
135.14,53.2,4.84
132.34,106.4,2.78
95.99,140,5.81
124.55,75.6,3.6
139.74,120.4,3.71
135.26,114.8,4.95
143.45,120.4,3.89
140.21,114.8,5.82
146.03,114.8,4.28
88.4,137.2,1.69
86.98,140,4.42
79.32,140,5.69
85.01,140,1.97
86.1,128.8,6.02
83.36,112,2.63
84.29,134.4,5.75
95.69,112,6.63
58.01,140,4.71
113.6,112,1.77
83.34,137.2,1.95
115.65,117.6,5.76
93.12,84,5.29
122.63,89.6,3.83
98.41,84,1.57
110.98,89.6,3.42
91.59,120.4,2.16
89.48,120.4,2.11
83.21,120.4,6.27
77.06,120.4,6.15
124.81,140,2.68
149.03,128.8,4.34
123.02,140,1.79
146.84,128.8,2.19
133.96,117.6,5.3
122.89,117.6,2.21
128.97,117.6,4.99
115.4,120.4,6.44
113.66,128.8,1.19
117.6,131.6,5.65
122.47,137.2,6.06
106.72,128.8,6.94
120.4,84,6.98
116.23,75.6,5.42
118.41,86.8,6.38
75.98,84,6.16
121.44,106.4,2.47
93.39,95.2,3.87
115.35,106.4,6.09
91.41,95.2,1.98
110.44,117.6,2.33
106.79,112,6.81
109.38,117.6,1.06
102.32,112,4.47
127.18,117.6,1.79
134.53,137.2,3.7
134.89,131.6,1.56
128.53,137.2,6
111.92,75.6,4.31
142.55,117.6,6.11
81.17,95.2,1.28
110.36,86.8,3.53
61.51,64.4,5.33
0,30.8,2.86
46.81,56,4.73
32.94,70,6.85
2.86,30.8,2.8
5.66,30.8,4.61
57,70,4.64
69.91,39.2,6.11
32.69,22.4,4.16
89.91,2.8,3.01
89.56,103.6,2.87
132.7,64.4,2.7
43.21,50.4,3.3
106.38,109.2,3.93
0,100.8,4.96
4.96,100.8,2.76
7.72,100.8,2.47
55.51,140,2.5
50.26,140,5.25
0,103.6,5.24
10.73,95.2,6.76
71.42,86.8,1.63
